username,date,tweet,hashtags,link
MomNovavax,3/30/2022 21:40,"@COVIDOversight @CDCDirector @Surgeon_General @HHS_ASPR Another Pfizer commercial. April 27 POTUS: ""The problem is right now we have to make sure we have other vaccines like Novavax and others coming on, probably,"" 170+ countries have this choice, (paid for with $1.8B US $ I might add) For US, Land of the Free? Pfizer.",[],https://twitter.com/MomNovavax/status/1509254323796168704
teansostrich,3/30/2022 21:40,"lolol seeing some “vaccines are good, climate change is real” aka vanilla opinion friends jump on pfizer conspiracy theory. people are so gullible, no real identity of opinions will just go with the flow",[],https://twitter.com/teansostrich/status/1509254186155732992
susanca03794878,3/30/2022 21:39,"@fouadity @dkuhl04 @THR Interesting. I have experienced severe reactions to second dose of Pfizer, and the booster. I wish doctors could help patients make vaccine decisions based on their medical history. I have several autoimmune diseases. Hopefully, more information will become available.",[],https://twitter.com/susanca03794878/status/1509253959004925960
Youareallsheep2,3/30/2022 21:38,Ain’t this you? 🤔🤡 #pfizer #vaccines #rude  https://t.co/LA2nGyBWWX,"['pfizer', 'vaccines', 'rude']",https://twitter.com/Youareallsheep2/status/1509253763336343556
MomNovavax,3/30/2022 21:38,"@CBSNews @DonnaYoungDC Another Pfizer commercial. April 27 POTUS: ""The problem is right now we have to make sure we have other vaccines like Novavax and others coming on, probably,"" 170+ countries have this choice, (paid for with $1.8B US $ I might add) For US, Land of the Free? Pfizer.",[],https://twitter.com/MomNovavax/status/1509253682617065475
CCSDConvo,3/30/2022 21:37,"""BlackRock and Vanguard...top three shareholders in COVID vaccine makers Pfizer, Moderna and Johnson &amp; Johnson...""   https://t.co/RUVACqRqub",[],https://twitter.com/CCSDConvo/status/1509253400361197569
Verywell,3/30/2022 21:36,"If you're 50 and older or immunocompromised, you may soon be able to receive a second booster of either the Pfizer or Moderna COVID-19 vaccine 4 months after your initial booster.  https://t.co/jPn3AsDGJO",[],https://twitter.com/Verywell/status/1509253125240233985
GranataLLC,3/30/2022 21:35,Big Pharma is not your friend.  There is a pattern of behavior of lies around #vaccines that is evident by the hundreds of million of dollars in fines #Pfizer &amp; the rest have already paid for years of borderline criminal behavior.  #News from #Australia.  #COVID19,"['vaccines', 'pfizer', 'news', 'australia', 'covid19']",https://twitter.com/GranataLLC/status/1509252993023156230
KTLA,3/30/2022 21:35,President Biden called on Congress to pass additional funding to fight the COVID-19 pandemic as he received a second booster dose of the Pfizer vaccine a day after federal regulators approved a fourth shot for those aged 50 and older  https://t.co/D06DZ55TzW,[],https://twitter.com/KTLA/status/1509252873426804746
Srikaantck,3/30/2022 21:34,"FDA Approved 2nd Covid-19 Booster💉😍  Who are eligible for 4th Shot?👴🏻👵  BA.2 Dominant in the USA, reason for 4th Shot?  CDC Suggest ""mRNA shot now"" for those who got the J&amp;J vaccine.   https://t.co/GJXKUiwlm2 Moderna  Pfizer",[],https://twitter.com/Srikaantck/status/1509252852098961408
MindSanchez,3/30/2022 21:34,"@Awake_Fighting @WinterOakPress I AGREE.  Most USA'ians are now like cattle. Willfully ignorant, mentally lazy, with an inability to separate bullsh*t from factual information. Those same people are now EXCUSING Pfizer by saying:  ""Well, it's Death by Covid or Death by Vaccine"". Foolishly being fatalistic.  https://t.co/hey1dENtQ9",[],https://twitter.com/MindSanchez/status/1509252732208570370
Stashk311,3/30/2022 21:34,@pdrpuff1 There wasn't a chance in hell ocgn would have been awarded anything before Pfizer. We all know Pfizers vaccine is garbage,[],https://twitter.com/Stashk311/status/1509252711564431361
JanBran06127566,3/30/2022 21:34,"@bonglez The ""vaccines"" of PFIZER AND MODERNA are both gene changers.Who wants to become someone nature(GOD)has not formed.And it also has deadly severe side effects which only those who intend suicide will be happy with.Get this straight-the jab is a no go for sane, intelligent people!!",[],https://twitter.com/JanBran06127566/status/1509252696150315017
LPStreet2,3/30/2022 21:33,"@centristjim1 @JamesfWells NOOOO, that is the misinformed lie Pfizer and  https://t.co/bu1nFZlFoV are spreading to protect vaccine sales. WE ALL KNOW THIS IS A VAX SIDE EFFECT!!! WAKE UP AND STOP DEFENDING BULLSHIT",[],https://twitter.com/LPStreet2/status/1509252587052097539
deviantcel,3/30/2022 21:32,@CYAXARESEAN @t1p500n not real.. Fauci soldiers love all vaccines but just prefer the chad one (pfizer).. you can make it with moderna,[],https://twitter.com/deviantcel/status/1509252168645328898
WTVM,3/30/2022 21:32,"President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine on Wednesday, the White House announced, a day after federal regulators approved a fourth shot for those aged 50 and older.  https://t.co/zCzpyaPZzq",[],https://twitter.com/WTVM/status/1509252119542611973
mattbucknelltx,3/30/2022 21:29,"Bourla is the biggest hypocrite.  #Pfizer CEO calls people who spread vaccine misinformation ""criminals"" .",['pfizer'],https://twitter.com/mattbucknelltx/status/1509251606335868929
Clint_ZA,3/30/2022 21:29,@Deb08795065 @MarkDavidsonAfr @FrancoisVenter3 @NickHudsonCT @PanData19 How many things do @PanData19 and @NickHudsonCT need to concede they're wrong about before you realise they're not a very reliable source of the truth?  Comirnaty is the same thing as what was known as Pfizer BioNTech vaccine! Comirnaty is just the proprietary marketing name.  https://t.co/E6wAuW7NMA,[],https://twitter.com/Clint_ZA/status/1509251545879228421
teacherscribe,3/30/2022 21:29,Yes the powers that be staged the slap at the Oscars to blind us all from the current government's plots and soon Pfizer - who were one of the sponsors of the Oscars - will soon have more vaccines for us . . . come on people. We are trying to have a society here.  https://t.co/uRIX8sCgqd,[],https://twitter.com/teacherscribe/status/1509251388089405441
MalacandraHome,3/30/2022 21:27,Pfizer had made the fact that this was absolutely untrue very clear before the vaccine was even authorized. But how many times did they repeat this?   https://t.co/7DwSfplCfn,[],https://twitter.com/MalacandraHome/status/1509251083398483976
ALPublicHealth,3/30/2022 21:27,"In order to maintain highest level of protection from vaccinations, @US_FDA authorized 2nd booster dose of either the Pfizer-BioNTech or the Moderna #COVID19 vaccines for individuals age 50 and older and certain immunocompromised individuals. #NewsRelease:  https://t.co/1iNjabl9RK  https://t.co/XllOsG0gfQ","['covid19', 'newsrelease']",https://twitter.com/ALPublicHealth/status/1509250888262684675
OsideDreams,3/30/2022 21:26,"@PauletteParis1 Have you read any credible data on getting a 2nd booster with the same vaccine as you previously had or changing up with the Pfizer &amp; Moderna? At one time mixing was thought to elevate protection, but maybe that has changed? Getting ready to schedule in AZ, hopefully it accepts.",[],https://twitter.com/OsideDreams/status/1509250819085852673
andydalessio21,3/30/2022 21:26,Pfizer Vaccine Becomes DNA in Liver Cells. (In-vitro Swedish Study)  https://t.co/z7R5Mp9a8m via @YouTube  So this is cheery,[],https://twitter.com/andydalessio21/status/1509250709384015872
mcfunny,3/30/2022 21:25,@TaylorDiermaigh @D_449276 @cathworkingmom @TheMarcitect Pfizer was not trying to withhold the information. There is nothing to this. The documents show the vaccines are safe...,[],https://twitter.com/mcfunny/status/1509250603930763265
Desotofamilyca1,3/30/2022 21:25,"Now available at Desoto Family Care Clinic!  Pfizer Vaccine! (BioNTech)  CALL US AT 662-510-5353 Visit us at 346 Stateline Rd., West Southaven Ms 38671.  https://t.co/aqUThspLDE",[],https://twitter.com/Desotofamilyca1/status/1509250417884274688
tina_earles,3/30/2022 21:24,@POTUS How can you say the vaccine is good when Pfizer didn't want people to know about the side effects 🤔?? WHICH are nine pages long by the way 🤔🤔🤔,[],https://twitter.com/tina_earles/status/1509250325781299213
afterthoughthtx,3/30/2022 21:23, https://t.co/pzSSG0vCHA  But wait... aren't the Moderna and Pfizer vaccine 99% efficient?    What a farce.  #bigpharmawinsagain #fauci #fullofcum #youvebeenplayed,"['bigpharmawinsagain', 'fauci', 'fullofcum', 'youvebeenplayed']",https://twitter.com/afterthoughthtx/status/1509250072101507074
ChrisEr37848310,3/30/2022 21:22,"@Barbara4422 2 #Pfizer covid vaccine shots, and developed a blood clot in the right lobe.",['pfizer'],https://twitter.com/ChrisEr37848310/status/1509249645758849024
ForceWitU2,3/30/2022 21:20,"@US_FDA #COVAXIN or @Novavax . Pfizer and Modernas are failures and leading to more infections with the spike protein. Give us real, affective vaccines.",['covaxin'],https://twitter.com/ForceWitU2/status/1509249236541612043
ejpusa,3/30/2022 21:20,"@Bons77 @ASlavitt @pfizer @FDA Here is a great breakdown of the Pfizer FDA data, which was to be locked down for 75 years, that did not happen. We have it now. The data was suppressed early on because it would promote: ""vaccine hesitancy."" #covid   https://t.co/VxAYnGfwAI",['covid'],https://twitter.com/ejpusa/status/1509249217637801990
abc13houston,3/30/2022 21:20,"President Joe Biden called on Congress to pass billions of dollars in additional funding to fight the COVID-19 pandemic on Wednesday, as he received a second booster dose of the Pfizer vaccine.   https://t.co/dgjOkYHIvf",[],https://twitter.com/abc13houston/status/1509249122796199937
BradRadly,3/30/2022 21:19,@LawrenceGostin W.H.O. approved &amp; Peer Reviewed vaccine #Covaxin being blocked by Pfizer's @US_FDA   #IchooseCOVAXIN  #Covaxin4Kids,"['covaxin', 'ichoosecovaxin', 'covaxin4kids']",https://twitter.com/BradRadly/status/1509249064184926208
healthykidsks,3/30/2022 21:19,"For eligible children and teens who will be getting their 2nd dose of the Pfizer BioNTech COVID vaccine, how long should they wait after their first dose?   https://t.co/NVNNutf84L  https://t.co/2HGVVr0b3X",[],https://twitter.com/healthykidsks/status/1509248881799876613
pblowe2,3/30/2022 21:18,"@Chillin_2day @newsmax Well the virus arrived in Jan/2020-vaccines Dec/2020,so year (1) is gone! Second-Virtually every Fauci response begins with-“The data shows”- -That data is not his data-it’s Pfizer’s &amp; data from epidemiologists/virologists round the world!",[],https://twitter.com/pblowe2/status/1509248745837318150
asbinvancity,3/30/2022 21:17,"I love the US for many reasons, one of them is being able to get my 4th #Pfizervaccine with zero issues, I’m not even on the radar in #bc #bcpoli! How the fuck is it I qualify in the USA, but I don’t here?","['pfizervaccine', 'bc', 'bcpoli']",https://twitter.com/asbinvancity/status/1509248535144796168
alanordic,3/30/2022 21:17,"FDA authorizes second booster shots of the Pfizer and Moderna vaccine at least 4 months after first, for adults 50 and older. Yea! (hint, that means ""yes""; really).",[],https://twitter.com/alanordic/status/1509248513246384136
wacohealthdept,3/30/2022 21:16,"The FDA authorized a second booster dose of either the Pfizer or the Moderna COVID-19 vaccines for people 50 years and older and certain immunocompromised individuals.   For more information visit,   https://t.co/yroC5P12Ek  https://t.co/tFhbRjZPeb",[],https://twitter.com/wacohealthdept/status/1509248190935191559
TheCenter62201,3/30/2022 21:15,"FREE VACCINATION CLINIC  Today from 10 AM-4 PM. Ages 12 and up are welcome, no appointment needed. Pfizer, Moderna, and Johnson &amp; Johnson vaccines available.  #COVID #Vaccines #Vaccinate #VaccinesSaveLives  https://t.co/AJBnd7yZ4b","['covid', 'vaccines', 'vaccinate', 'vaccinessavelives']",https://twitter.com/TheCenter62201/status/1509247850315763718
w00ke_ma7e,3/30/2022 21:14,"@SB24262240 @sjs856 @pfizer @AmerAcadPeds Your comment is so delusional. My kids got through COVID with two days of sniffles. One was not even positive, not even sniffles. We adults had a mild cold. All unvaccinated. Stop spouting such bullshit that it was cuz of the vaccine. Would've been the same without.",[],https://twitter.com/w00ke_ma7e/status/1509247768342278144
God1sTruth,3/30/2022 21:12,"""It's getting bigger. He's growing. These lights are a reflection of the light of the microscope condenser.""Video: New images of microcircuitry in Pfizer vaccine  https://t.co/t6tjwKlGrt  https://t.co/DRztVTYgq4 Link to above article",[],https://twitter.com/God1sTruth/status/1509247328967876612
Carolcapp2,3/30/2022 21:11,@dean_a_1984 Two of my friends kids have developed heart problems after getting the Pfizer vaccine.,[],https://twitter.com/Carolcapp2/status/1509247062772264973
warlockthunder1,3/30/2022 21:11,"Today’s coronavirus news: Ontario reporting 778 people in hospital, 165 in ICU with COVID; Biden to get second booster dose of the Pfizer vaccine Wednesday  https://t.co/C9OYyLVkis via @@InsideHalton",[],https://twitter.com/warlockthunder1/status/1509247038755524611
DailyFinland,3/30/2022 21:09,"BioNTech, Pfizer start trials of Omicron vaccine  https://t.co/SK7JUhkX9u",[],https://twitter.com/DailyFinland/status/1509246516585762821
Raygun09614399,3/30/2022 21:09,@itsatradegy @Pjhvan @KenDunc26078355 @patgagnon_75 I’m not against vaccines that have been tested and are known to work. This gene therapy has no long-term testing and we now know doesn’t work. Are you aware of the recent report on side effects Pfizer just released?  https://t.co/fism8C6cSu,[],https://twitter.com/Raygun09614399/status/1509246492812316673
Noconsent12,3/30/2022 21:08,Pfizer are sponsors off the Oscar’s  Pfizer are bringing out a vaccine for alopicia Will smith attacks Chris rock for making a joke of his wife’s alopicia  The media create a circus   Are you getting it yet ?,[],https://twitter.com/Noconsent12/status/1509246086136967170
